mu.1.,mu.2.,mu.3.,Md.1.,Md.2.,Md.3.,M12.1.,M21.1.,M21.2.,M21.3.,Ks.1.,Ks.2.,Ks.3.,sigma,y0_1_hat.1.,y0_1_hat.2.,y0_2_hat.1.,y0_2_hat.2.,y0_3_hat.1.,y0_3_hat.2.,y0_4_hat.1.,y0_4_hat.2.,y0_5_hat.1.,y0_6_hat.1.,y0_7_hat.1.,y0_8_hat.1.,y0_9_hat.1.
0.0330066322057956,0.0221968506772558,0.0356535411348887,-0.0618777568662653,-0.0390276362831608,-0.0930747308638962,-0.0470473128157393,-0.0215882267888583,-0.0214527925563149,-0.0257443056307309,0.00129585752318111,0.309125424693159,0.0230106401637101,0.314878490859022,0.00083651762315932,0.00063504754631809,0.00194454111510576,0.00260069362128448,0.0025711718400288,0.000212235889851077,0.00205431158893921,0.000202043451617843,0.00110445821481924,0.00305666357230156,0.00465543208256333,0.00362064590266431,0.0015071784989606
0.0310453187752057,0.0227253822307296,0.0366911742409184,-0.0529492850374901,-0.0359339077505507,-0.0860863001472696,-0.0442878373356587,-0.0212820407481921,-0.0236028537488282,-0.0238479225026187,0.000353480320209429,0.290962141373953,0.00965977071862644,0.301196846085798,0.000848860975541228,0.0005771188523497,0.00188539127320673,0.00324946396544808,0.00261612448896297,0.000198701483458712,0.00184441927002229,0.000260164596267753,0.00145507559167282,0.0035479841321933,0.0050299280136946,0.00464892940527777,0.00161902800415824
0.0308635640084262,0.0222602394787878,0.0340281866602236,-0.0644638976941674,-0.0360304221645679,-0.0806130701532301,-0.0437465155045214,-0.0220692100798129,-0.017698777464445,-0.0248155674176675,0.00618634088261037,0.178136954578917,0.0243597531117486,0.31924328739439,0.000900933202561251,0.000722558995390012,0.00222297516243611,0.0023551026276073,0.00241727622769167,0.000257884105832793,0.00184390183314344,0.000249762482001756,0.00153505488970746,0.00269664106149998,0.00446454042516533,0.00556633323943711,0.00154151192270083
0.031606129791238,0.0221303262412033,0.0328391255583212,-0.0593453718097742,-0.0362301132147291,-0.0790239769190275,-0.0505668836179132,-0.0200940324142598,-0.017694803486583,-0.0278957373965464,0.00197999370682684,0.353944857914633,0.0711525806232452,0.313282297044418,0.00109260338077982,0.000804817925187689,0.00215317705428946,0.00336850570876812,0.00250385229431704,0.000253590556509148,0.00214177627784981,0.000221295073095072,0.00161480119708795,0.00271158084552387,0.00518762957940018,0.00502625754631875,0.00220086930141001
0.0320501819863345,0.0216957143500965,0.0335703554666698,-0.0628874538463014,-0.0324128184316323,-0.0804303408815858,-0.051323430971992,-0.0188833202233752,-0.0249634916494067,-0.0225780987921896,0.000269491296824334,0.281368233397438,0.0242437442083908,0.301479004989669,0.000817531799974319,0.000907764193224721,0.0016077391046608,0.00322412378693571,0.00267944353831046,0.000288987570689325,0.00195589998349574,0.000241506835128776,0.00192792588344222,0.00362909037774291,0.00459498256311474,0.00506454482000918,0.00159044199334132
0.032424678156298,0.0230635733875033,0.0361701481174234,-0.0516662528915369,-0.0399066035301561,-0.0914013486694831,-0.0455473693433899,-0.0222534015333043,-0.0140406653245783,-0.0210810026697335,0.00129567959177083,0.266585568945847,0.0105414258234291,0.324481908703481,0.000862038163799353,0.000610851722122604,0.00150873439444714,0.0032684961451045,0.0021070249214688,0.000202458769595224,0.00224734547834684,0.000263338645210166,0.00151048831265985,0.00273198126628783,0.00475911585993121,0.0049472159315059,0.00138697052258588
0.0353399060855927,0.0228676184390481,0.0360261081557487,-0.0803421228472539,-0.0384476466538999,-0.0869366963652577,-0.0552006521051788,-0.0226763009348284,-0.0364427248861445,-0.0227876976734044,0.00121870257550753,0.330213575674563,0.0093289363160507,0.304904428940246,0.000636363085600743,0.000546509557868508,0.00185313986209511,0.00348992882468668,0.00203987341899089,0.000237573868798089,0.00195454815762075,0.000271997130535962,0.00108836933549929,0.00306463340674282,0.00539584902455325,0.00503863688905028,0.00131116278177288
0.034374772761126,0.0231819498995341,0.0378204935126637,-0.0743663721383886,-0.037286124234614,-0.0994909636715678,-0.0559034056148862,-0.0238009879379493,-0.0262237692468721,-0.0211977205381507,0.000677254076615222,0.279350984017424,0.00394544736646284,0.291402253165856,0.000723068233825868,0.000548182263387181,0.00178328550490362,0.00353036463916367,0.00232533644955778,0.000158640285215205,0.0017914993733489,0.000300071391045952,0.000901365650561084,0.00297470600652742,0.00446014589163383,0.0046813746369762,0.00156663907476168
0.0349769356655915,0.0228486478326481,0.0363419488565011,-0.0693498502197858,-0.0383761658559769,-0.090317699119824,-0.0529059434911124,-0.0222571856523581,-0.0242974192790044,-0.0272604315144781,0.00121162467228956,0.307950300515726,0.0319673150717435,0.31212687145998,0.000677728088803241,0.000612059158821133,0.00179276128657823,0.00312318142651439,0.00276842446266959,0.00019437577504221,0.00162392324812872,0.000179632417279101,0.00128358406557706,0.00315917817382347,0.00443648135848621,0.00461055732897407,0.00181398641112851
0.0333453075455981,0.0231709042584622,0.0374964570594901,-0.0575270201630211,-0.0399411721815002,-0.0874273055734734,-0.0497224621655615,-0.0273627207077161,-0.0284282099679482,-0.0249001145599405,0.00342174069998763,0.270998089293563,0.0112538995938879,0.331997245122673,0.000807511699662304,0.000463614442559274,0.00163812615379849,0.0031323130961067,0.00246434581558898,0.000173643051837743,0.00209600375648727,0.000241486485171274,0.00138326646019742,0.00279803979339847,0.00490105743688504,0.00413842951505597,0.00130865899940713
0.0361143478258578,0.0221917940191711,0.0364801807541244,-0.0783547299677453,-0.0349591852796751,-0.0995553951351672,-0.0507735366832305,-0.0208983575869439,-0.0248028116774827,-0.0217368191318633,0.000139667069413677,0.224224416453951,0.0081663084678191,0.266633102799352,0.000579595809182459,0.000758894434590239,0.00178912160625889,0.00336333027989418,0.0028005844617314,0.000241240483874022,0.00219771196164475,0.00027443396627827,0.000899775310726323,0.00302649128727127,0.00400716270135416,0.00474593898867471,0.0017334652605756
0.0333153407692639,0.0224612621038913,0.0349040292656516,-0.0674585832006925,-0.0371384533162413,-0.0896759823630799,-0.044811166682359,-0.0207667315412598,-0.0116777868376905,-0.0234703723530433,0.00183083589129159,0.239428920980151,0.0152430717439892,0.309793091972376,0.000656803079809162,0.000587105184804811,0.00176282925376943,0.00238323836935535,0.00275531883282036,0.00022050630814605,0.00191186349724825,0.000282774038803436,0.00122940257466565,0.00269942646849094,0.00609359835316994,0.00473763876531181,0.00175271525823315
0.0324621517783713,0.0225023883213508,0.0378904770340735,-0.0552911196530175,-0.033693411932188,-0.100232884885512,-0.0516824947827208,-0.0220036467856708,-0.0277714451052178,-0.0259486050127637,0.00188099089136151,0.287030327241902,0.0152118359919273,0.316282011377869,0.000885481172218338,0.000566147865042476,0.00180249349290108,0.00180608527394503,0.00207022164006112,0.000184283405585139,0.0020224129224742,0.000237877526392375,0.00136561436300318,0.00268366332431605,0.00498240683387613,0.00473664935110002,0.00204420286105382
0.0329857282169448,0.0227537011821269,0.0369739319894561,-0.0605585856717408,-0.0374698776338646,-0.0866580466491896,-0.0523970431362602,-0.023059215365491,-0.0254415932221068,-0.0216439596488882,0.000887985896064331,0.272455538749643,0.00634598903592885,0.305448365568098,0.000713603867970528,0.000616296091433327,0.00183878885506918,0.00333708691090748,0.00233375804776315,0.00019080582241576,0.0019847157513919,0.000253751686651918,0.00105234197567668,0.00285382416997667,0.0045753227495843,0.00421028989183563,0.00147415414711007
0.0359639498475911,0.0217664999335923,0.0355270165120168,-0.0846851124620129,-0.0362118384397574,-0.0918617838837351,-0.0445545654289376,-0.0214509974456132,-0.0234816870090448,-0.0248795626541915,0.00117968386101125,0.335023148329596,0.0216544277259533,0.307074053675249,0.000622440378772244,0.000592588794407537,0.00176586613274336,0.00286867232697047,0.00273091299920285,0.00024821363849499,0.00219235485667817,0.000224094275772054,0.00112835663726655,0.00312852232959434,0.00522776478584991,0.00522450479783515,0.00180323636675045
0.0331281582809602,0.0231822783648309,0.0349766643808456,-0.0689761378492595,-0.0422284023077885,-0.079888804176946,-0.0466745418788848,-0.0221135843524119,-0.0220508423970053,-0.026399231653597,0.00124461575821948,0.310678859018952,0.0433176737771342,0.328495658231506,0.000857477617287959,0.000571960007810963,0.00162051832808241,0.00354020335072699,0.00215022311284567,0.00021250496795596,0.00202514713230655,0.000196029484697146,0.00131896284095079,0.00309403647449677,0.00402220910010475,0.00503349656025734,0.00173807823680364
0.0318099380081489,0.0227014318964774,0.0333701905343357,-0.0603141644556749,-0.0378293684283801,-0.0829389291776244,-0.054920278263124,-0.0194094757503666,-0.0280200411037567,-0.0239705634697061,0.00127595202712072,0.307092774060609,0.065272234158615,0.312159219604221,0.00081302464015194,0.000816656883095043,0.00180321024957376,0.00339005526795871,0.00188983102959607,0.000236094718124886,0.00211872874791103,0.000158208627361431,0.00154621336453849,0.00289398280763622,0.00554382185862301,0.00423439227412085,0.00205269188535474
0.0337702409111157,0.024005425620069,0.0367683875625709,-0.054437085979342,-0.0397884219805418,-0.0891561080136266,-0.05772617750275,-0.0240271429357815,-0.0245162204437064,-0.0229811265895906,0.00159948071243002,0.177818924847812,0.014627057441213,0.31203827940038,0.000679821618520945,0.000571074922162554,0.00128882605475164,0.00231272279790461,0.00201860812320754,0.000186592625754543,0.00193617063055624,0.000223358344254445,0.00157821876492253,0.00230390645988629,0.00451940087687463,0.00501821773443005,0.00159124964706616
0.0327297786111064,0.0238360957077754,0.0349831411152748,-0.0689770561483427,-0.0397150665450776,-0.0759928177513961,-0.0462720120792835,-0.0222814263891027,-0.0188403327045466,-0.0223050846285661,0.00253748391685321,0.189595189095262,0.0220444783327589,0.315708508303518,0.000709909720398235,0.000632805882525963,0.00160206912888084,0.00269015351884353,0.00210616336700718,0.000268733245956445,0.00195514908970885,0.00021743408122261,0.0015002467783174,0.00236402276582111,0.00435646100309791,0.00476766671149121,0.00159030360897478
0.0329854262224175,0.023112944250891,0.0368066822720433,-0.0760259675444439,-0.039033673099645,-0.0948273909637797,-0.0530929368904464,-0.0226595061370783,-0.0268315291004625,-0.0242708987287752,0.00281814572203305,0.30757055811661,0.011067123216217,0.326958711401412,0.000878230894919942,0.000554937522213308,0.00187431381245468,0.0021008607021249,0.00208882409807531,0.00018923498766992,0.00182121417014226,0.000266878763808076,0.00128763487921109,0.00304393677135731,0.00434402301697699,0.00504863714835335,0.00148213093606759
0.0330859251269828,0.0233815345309349,0.0378761093167259,-0.0664764140413383,-0.0390903744855393,-0.0987503929711966,-0.0494082823008499,-0.021935588134216,-0.0344303483334783,-0.0232900440785149,0.00108369547146914,0.339911264176383,0.0133017542835657,0.309068235114825,0.000781856209521211,0.000556421588864794,0.00173164708839202,0.0029544323076468,0.00228928151056159,0.000165233194825889,0.00210956598881845,0.000218543006619042,0.00135635530410549,0.00264605212078658,0.00442220400077356,0.00390372903827454,0.00141753101767216
0.0343325035396899,0.0229000248494556,0.036113575862647,-0.0752562643929604,-0.0410115422915741,-0.0928026496295094,-0.0515791596349126,-0.0219795068914015,-0.0199683529191365,-0.0253481848064496,0.00316327830707629,0.247665465480096,0.0218846016344289,0.304413767221942,0.000702265693004005,0.000597542051920558,0.00192439589102472,0.00208218110604411,0.00247633301423149,0.000199478783592359,0.00226316946935866,0.000222345752412035,0.00132697805190886,0.00289695327116151,0.00403333622402387,0.00467706849762045,0.00172449197476244
0.0317954817248257,0.021755956629284,0.0359160642545793,-0.063358999237899,-0.0367076386221899,-0.0783653281320465,-0.042956753322796,-0.023758745471257,-0.0370330855514217,-0.0220587001906984,0.00338457713843594,0.497619274183463,0.00437065952901637,0.323586422544861,0.000919544929392906,0.000587760265295607,0.00184306233545983,0.00260888565393336,0.00363023510008469,0.000231006923479535,0.00187562601156876,0.000362431763683767,0.00137349961257247,0.00369333861071614,0.00423804785761247,0.0056612570374773,0.00142816479380743
0.0332535816983342,0.0238830468550873,0.0389219455631723,-0.0676729652257699,-0.0417892148110855,-0.106218983229849,-0.0434681884495828,-0.0226439388956662,-0.0141404284807745,-0.0254706849181049,0.00130079861652776,0.180763665336468,0.0066266220519814,0.323026126116917,0.00076977012760004,0.000469454619104831,0.00151521214721557,0.00251097252309453,0.00194499055064002,0.000168290445631021,0.00161920109657936,0.000331727120551294,0.00147075494948418,0.00273656683856414,0.0042377907887006,0.00536539571908986,0.00126560271879709
0.0338924433261518,0.0230235779509283,0.0391367207860928,-0.0684771253960916,-0.0394797754488974,-0.0885828703653096,-0.0398324930851203,-0.0243842932097575,-0.0316510290247991,-0.0259385731500202,0.000470069292370218,0.274944010750602,0.00785730210752875,0.298239364536815,0.000802782916487967,0.000481718749436922,0.00211032067313667,0.00390089067108185,0.00197841230383792,0.00014684060412865,0.00179007585073019,0.000278290402426612,0.00127947495182568,0.0028231942758836,0.00466557149218954,0.0045362252802924,0.00140939012594998
0.0336705193469924,0.0222511159171308,0.0381117686227905,-0.0635582412794704,-0.0366079681787686,-0.0932520658013329,-0.0490717809918601,-0.0225120740453704,-0.0218649263540441,-0.0237486970033195,0.000947758243201139,0.26998919015243,0.00695439747790274,0.308865777278429,0.000853757129011983,0.000576629817453059,0.00191626072155663,0.00271584401482908,0.00287627559001183,0.000149387456364964,0.00206082157837942,0.000315749267287047,0.00120640060993915,0.0037970339684273,0.00540547452437912,0.00445516733723303,0.00149536507412565
0.0332099204170408,0.0238984527192015,0.0363243296547908,-0.0679004590680024,-0.043116416764335,-0.097898807512152,-0.0539591698382004,-0.022084143680066,-0.0229180457998302,-0.0241009674426526,0.000249992795864573,0.31743382128852,0.0200299640148955,0.290668934342091,0.000667154418098498,0.000640696603780473,0.00164214400638312,0.00333896563890924,0.0019164986914605,0.000165804591038382,0.00177891552770967,0.00018750795861586,0.00135513000845543,0.00260947655015828,0.00443483064733995,0.00398455472237199,0.00189415136589004
0.0350687781057569,0.0233876463306575,0.0373661024217412,-0.0679485478157054,-0.0388390559216703,-0.0818886555718547,-0.0528114403111506,-0.0232657200070188,-0.0324017002681984,-0.025909852323202,0.000990004023457463,0.293215152556959,0.0200602067707515,0.323020936216362,0.000720403654593312,0.000593699490589486,0.00190096575115292,0.00325428913585198,0.00228191982750413,0.000200755167939877,0.00216846946138726,0.000180043683910496,0.0010618548755291,0.00325258760837736,0.00431974235056661,0.00474669372004845,0.00135591487767069
